行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
7628,CN-2022996544,2022/05/03,2022/05/08,标准级,陈-14846,赵霞,消费者,汕尾,辽宁,中国,东北,办公-系固-10003001,办公用品,系固件,GlobeWeis 银色系固件,8789.51,10,0.42,2265.09
7629,CN-2024654098,2024/03/13,2024/03/20,当日,蔡-13269,李淑兰,小型企业,北京,北京,中国,华北,技术-配件-10001041,技术,配件,诺基亚 工业配件,18134.41,6,0.0,-993.08
7630,CN-2022585409,2022/11/08,2022/11/09,一级,彭-17150,李平,公司,辽阳,湖南,中国,华中,家具-用具-10001456,家具,用具,Novimex 黑色用具,13104.37,9,0.47,699.62
7631,CN-2022882486,2022/04/18,2022/04/25,标准级,阿-21905,王婷婷,公司,关岭,湖南,中国,华中,办公-器具-10002283,办公用品,器具,KitchenAid 银色器具,27249.78,9,0.23,-4273.58
7632,CN-2021206390,2021/03/21,2021/03/25,标准级,冯-12974,胡飞,公司,马鞍山,辽宁,中国,东北,技术-复印-10004105,技术,复印机,惠普 黑色复印机,7017.35,6,0.0,-549.72
7633,CN-2022173864,2022/05/08,2022/05/13,一级,戈-17248,石玉兰,消费者,沈阳,海南,中国,华南,办公-用品-10000285,办公用品,用品,Smead 黑色用品,19911.17,4,0.0,5374.14
7634,CN-2021786886,2021/01/25,2021/01/31,二级,谭-13780,刘兵,消费者,贵阳,海南,中国,华南,办公-用品-10004755,办公用品,用品,Avery 银色用品,8986.36,2,0.0,2559.89
7635,CN-2023761534,2023/09/28,2023/10/04,标准级,陈-12984,任霞,公司,上海,广东,中国,华南,家具-书架-10001500,家具,书架,SAFCO 黑色书架,221.26,4,0.0,62.11
7636,CN-2021837870,2021/10/13,2021/10/15,标准级,廖-20183,梁淑华,消费者,潮州,四川,中国,西南,办公-用品-10002039,办公用品,用品,GlobeWeis 蓝色用品,18846.72,8,0.0,821.0
7637,CN-2022317469,2022/10/08,2022/10/09,当日,鞠-10828,刘桂花,消费者,邯郸,江苏,中国,华东,办公-收纳-10001400,办公用品,收纳具,Wilson Jones 黑色收纳具,20730.06,9,0.31,-467.4
7638,CN-2024405739,2024/09/19,2024/09/22,一级,骆-13018,赵淑华,公司,南昌,海南,中国,华南,技术-复印-10000894,技术,复印机,诺基亚 白色复印机,7435.2,5,0.0,-66.67
7639,CN-2022418355,2022/09/27,2022/09/30,一级,宋-20334,张彬,消费者,海门,宁夏,中国,西北,技术-配件-10001240,技术,配件,三星 蓝色配件,1977.29,1,0.0,-261.33
7640,CN-2023440542,2023/03/21,2023/03/27,标准级,陈-13002,刘雪梅,消费者,杭州,海南,中国,华南,家具-椅子-10004994,家具,椅子,Office Star 耐用椅子,2602.84,1,0.27,516.12
7641,CN-2024283353,2024/06/21,2024/06/28,一级,赵-21013,许磊,公司,张家港,西藏,中国,西南,家具-书架-10000011,家具,书架,Harbour Creations 黑色书架,30402.38,8,0.0,-4970.02
7642,CN-2024899505,2024/02/06,2024/02/10,标准级,覃-10053,张楠,消费者,深圳,广东,中国,华南,办公-器具-10004658,办公用品,器具,Wilson Jones 红色器具,6596.78,8,0.55,1373.09
7643,CN-2022904167,2022/02/08,2022/02/15,一级,温-12427,杨峰,消费者,阜新,天津,中国,华北,办公-器具-10001371,办公用品,器具,Smead 银色器具,241.35,2,0.17,18.24
7644,CN-2021628064,2021/12/09,2021/12/13,标准级,王-16827,文帅,小型企业,六安,广西,中国,华南,办公-标签-10002872,办公用品,标签,Fiskars 实惠标签,2530.61,8,0.0,-216.07
7645,CN-2021199430,2021/10/23,2021/10/29,标准级,杜-12159,李霞,消费者,宜都,天津,中国,华北,家具-用具-10001226,家具,用具,Hon 实惠用具,385.23,1,0.22,-65.91
7646,CN-2021118961,2021/10/03,2021/10/05,一级,钟-10373,苏凤英,消费者,永安,广东,中国,华南,技术-复印-10000393,技术,复印机,松下 黑色复印机,1416.2,1,0.32,327.82
7647,CN-2023122325,2023/10/06,2023/10/10,标准级,翁-18013,李玉珍,消费者,六安,广西,中国,华南,办公-纸张-10004460,办公用品,纸张,Wilson Jones 实惠纸张,2872.28,1,0.0,1093.32
7648,CN-2024126674,2024/11/11,2024/11/15,二级,宋-21540,龙瑞,消费者,西安,吉林,中国,东北,办公-信封-10000087,办公用品,信封,Smead 蓝色信封,12854.08,4,0.0,2965.26
7649,CN-2022573486,2022/01/10,2022/01/16,一级,朱-12045,罗洋,公司,成都,青海,中国,西北,技术-配件-10002010,技术,配件,柯尼卡 蓝色配件,5806.24,7,0.57,2021.77
7650,CN-2024541755,2024/02/25,2024/02/29,二级,高-15957,彭洁,消费者,香港,广西,中国,华南,办公-收纳-10000977,办公用品,收纳具,Avery 黑色收纳具,20518.92,5,0.0,4556.92
7651,CN-2024346227,2024/05/05,2024/05/11,标准级,吕-15879,赖斌,消费者,重庆,河北,中国,华北,技术-复印-10001223,技术,复印机,三星 白色复印机,3388.72,1,0.0,1042.52
7652,CN-2024883110,2024/09/01,2024/09/07,标准级,张-21373,徐玉英,小型企业,关岭,青海,中国,西北,技术-配件-10000074,技术,配件,惠普 红色配件,15559.09,5,0.0,2317.0
7653,CN-2022963379,2022/03/04,2022/03/07,二级,王-11786,朱小红,消费者,马鞍山,山东,中国,华东,办公-美术-10001695,办公用品,美术,Wilson Jones 工业美术,272.71,2,0.0,38.44
7654,CN-2024944678,2024/11/11,2024/11/13,标准级,孙-20429,李丹丹,公司,银川,天津,中国,华北,技术-电话-10001417,技术,电话,三星 耐用电话,28243.78,10,0.0,2161.32
7655,CN-2022574239,2022/06/27,2022/06/29,当日,李-16214,赵秀兰,消费者,香港,吉林,中国,东北,办公-信封-10003211,办公用品,信封,Smead 黑色信封,46796.56,10,0.0,-4508.34
7656,CN-2024793560,2024/12/07,2024/12/12,二级,张-14111,柴帅,消费者,北京,北京,中国,华北,技术-配件-10000476,技术,配件,诺基亚 工业配件,3659.65,10,0.22,587.17
7657,CN-2023221780,2023/12/06,2023/12/08,标准级,苏-20866,李浩,消费者,六盘水,江西,中国,华东,家具-桌子-10004485,家具,桌子,Office Star 耐用桌子,37173.53,9,0.0,1956.2
7658,CN-2021274146,2021/05/20,2021/05/26,标准级,廖-13563,陶娜,消费者,西安,河北,中国,华北,技术-设备-10004659,技术,设备,思科 工业设备,10563.98,6,0.44,2423.66
7659,CN-2021987175,2021/12/04,2021/12/08,标准级,张-18033,马荣,公司,北镇,湖北,中国,华中,家具-用具-10001192,家具,用具,Novimex 银色用具,14359.35,6,0.45,2287.77
7660,CN-2022828347,2022/03/17,2022/03/19,标准级,吉-18250,任敏,消费者,宜都,青海,中国,西北,办公-装订-10001915,办公用品,装订机,GlobeWeis 银色装订机,16047.08,8,0.59,2867.3
7661,CN-2024149928,2024/10/03,2024/10/07,当日,徐-21055,邬利,消费者,淮安,山西,中国,华北,办公-收纳-10000472,办公用品,收纳具,Avery 实惠收纳具,18028.15,7,0.17,1934.19
7662,CN-2024995569,2024/04/11,2024/04/14,标准级,杨-13938,唐畅,公司,嘉禾,西藏,中国,西南,技术-配件-10001845,技术,配件,三星 红色配件,16400.36,6,0.0,2071.52
7663,CN-2024191036,2024/11/15,2024/11/21,二级,王-18725,刘桂芳,公司,上海,新疆,中国,西北,家具-书架-10003569,家具,书架,Harbour Creations 红色书架,4807.24,5,0.0,1150.47
7664,CN-2021766691,2021/03/16,2021/03/17,标准级,汪-15210,石磊,公司,张家港,吉林,中国,东北,办公-用品-10004406,办公用品,用品,KitchenAid 实惠用品,8375.93,4,0.0,3150.43
7665,CN-2022982078,2022/02/17,2022/02/20,二级,姚-14547,王冬梅,消费者,海口,新疆,中国,西北,家具-椅子-10003073,家具,椅子,Hon 耐用椅子,9669.11,5,0.52,1622.62
7666,CN-2022525899,2022/01/12,2022/01/15,一级,李-17099,韩成,公司,辛集,新疆,中国,西北,办公-用品-10003502,办公用品,用品,Wilson Jones 实惠用品,8957.02,3,0.0,2744.91
7667,CN-2023908607,2023/02/04,2023/02/07,标准级,李-15554,范亮,消费者,六安,湖南,中国,华中,技术-电话-10000076,技术,电话,诺基亚 白色电话,9751.16,2,0.0,-515.52
7668,CN-2022178942,2022/03/06,2022/03/11,二级,徐-15444,孙秀英,公司,梧州,湖北,中国,华中,技术-配件-10004070,技术,配件,松下 蓝色配件,26971.73,7,0.0,6872.42
7669,CN-2024822990,2024/04/13,2024/04/14,标准级,许-13163,麦斌,消费者,北京,天津,中国,华北,办公-器具-10003385,办公用品,器具,Avery 实惠器具,42773.37,10,0.0,349.86
7670,CN-2024818859,2024/07/03,2024/07/05,标准级,张-12227,孙桂芝,小型企业,兴城,广西,中国,华南,技术-复印-10003156,技术,复印机,思科 白色复印机,39412.66,9,0.0,3115.94
7671,CN-2024922792,2024/12/09,2024/12/16,二级,吴-12799,张秀英,消费者,武汉,云南,中国,西南,技术-配件-10004010,技术,配件,三星 蓝色配件,24046.08,5,0.0,3516.43
7672,CN-2021764302,2021/11/22,2021/11/23,标准级,刘-20280,符萍,小型企业,汕尾,黑龙江,中国,东北,办公-收纳-10004722,办公用品,收纳具,GlobeWeis 银色收纳具,7528.65,6,0.0,1279.85
7673,CN-2022709841,2022/02/13,2022/02/17,二级,吴-20654,张秀珍,消费者,香港,广东,中国,华南,办公-用品-10004002,办公用品,用品,Avery 红色用品,3346.06,4,0.0,-74.99
7674,CN-2024239864,2024/11/13,2024/11/15,标准级,孙-11298,姚洋,公司,潮州,黑龙江,中国,东北,家具-桌子-10000330,家具,桌子,Harbour Creations 白色桌子,2717.05,1,0.21,113.28
7675,CN-2023749767,2023/08/19,2023/08/20,一级,张-13226,张娜,小型企业,哈尔滨,浙江,中国,华东,技术-电话-10002957,技术,电话,柯尼卡 耐用电话,3833.88,5,0.41,1379.16
7676,CN-2022243012,2022/02/13,2022/02/14,标准级,陆-10154,李林,消费者,兴安盟,湖北,中国,华中,家具-书架-10002050,家具,书架,Novimex 黑色书架,24580.7,9,0.17,4687.6
7677,CN-2022843596,2022/10/05,2022/10/08,二级,幸-17936,韩帅,消费者,武汉,宁夏,中国,西北,技术-设备-10004777,技术,设备,诺基亚 银色设备,11245.07,8,0.0,-2121.88
7678,CN-2021559629,2021/05/19,2021/05/20,一级,邱-10300,王淑英,公司,重庆,重庆,中国,西南,办公-美术-10002301,办公用品,美术,Wilson Jones 工业美术,34130.0,9,0.0,-3424.68
7679,CN-2022450268,2022/02/12,2022/02/14,二级,曾-11601,孙丹,小型企业,合肥,青海,中国,西北,办公-纸张-10003829,办公用品,纸张,GlobeWeis 耐用纸张,1367.79,2,0.0,-139.58
7680,CN-2023215287,2023/05/22,2023/05/26,标准级,杨-14466,高丽娟,公司,上海,上海,中国,华东,技术-配件-10002914,技术,配件,惠普 白色配件,4175.3,3,0.0,-338.63
7681,CN-2021428548,2021/01/01,2021/01/06,二级,詹-15611,李帅,消费者,广州,云南,中国,西南,技术-配件-10001398,技术,配件,松下 银色配件,16722.87,10,0.53,-2839.92
7682,CN-2022777374,2022/12/06,2022/12/07,标准级,贾-21257,张宇,小型企业,深圳,广西,中国,华南,家具-椅子-10002422,家具,椅子,Hon 红色椅子,2174.87,2,0.0,849.66
7683,CN-2022901558,2022/07/07,2022/07/08,一级,郭-18777,庞涛,消费者,广州,辽宁,中国,东北,技术-配件-10001696,技术,配件,松下 白色配件,39217.89,8,0.0,9725.64
7684,CN-2023224321,2023/12/24,2023/12/27,当日,李-20645,郭凯,消费者,辽阳,吉林,中国,东北,办公-器具-10003468,办公用品,器具,Smead 耐用器具,1812.11,1,0.18,157.84
7685,CN-2023908089,2023/05/27,2023/06/03,当日,王-14278,陈宁,消费者,长春,宁夏,中国,西北,办公-信封-10001360,办公用品,信封,GlobeWeis 银色信封,3234.96,8,0.0,1049.74
7686,CN-2021508733,2021/08/18,2021/08/23,标准级,潘-16644,计俊,公司,长沙,新疆,中国,西北,办公-器具-10001151,办公用品,器具,Fiskars 工业器具,8543.08,6,0.0,1982.45
7687,CN-2024436362,2024/06/17,2024/06/24,一级,何-16788,戴彬,小型企业,上海,福建,中国,华东,技术-配件-10000131,技术,配件,柯尼卡 白色配件,19883.8,8,0.0,-898.17
7688,CN-2021373317,2021/06/05,2021/06/10,标准级,李-20562,王小红,小型企业,嘉禾,黑龙江,中国,东北,办公-信封-10004976,办公用品,信封,Wilson Jones 红色信封,3064.27,1,0.0,292.41
7689,CN-2021464615,2021/07/13,2021/07/19,二级,房-18250,薛宁,消费者,南京,湖南,中国,华中,办公-美术-10001049,办公用品,美术,Smead 银色美术,3004.19,2,0.39,267.49
7690,CN-2023765706,2023/06/11,2023/06/12,标准级,沈-17696,黄秀云,公司,拉萨,山西,中国,华北,家具-桌子-10002435,家具,桌子,Harbour Creations 实惠桌子,7288.23,3,0.0,2911.33
7691,CN-2022364747,2022/10/13,2022/10/14,标准级,封-13610,李秀兰,公司,关岭,山东,中国,华东,办公-美术-10004551,办公用品,美术,KitchenAid 工业美术,5512.92,2,0.0,665.02
7692,CN-2022949088,2022/05/26,2022/05/27,当日,姚-17166,潘倩,公司,成都,黑龙江,中国,东北,技术-配件-10001477,技术,配件,松下 蓝色配件,21207.87,6,0.0,7009.24
7693,CN-2024680288,2024/04/22,2024/04/27,一级,任-20701,覃小红,消费者,宁德,天津,中国,华北,技术-复印-10002380,技术,复印机,松下 黑色复印机,44422.69,9,0.0,-3326.46
7694,CN-2024796323,2024/06/01,2024/06/07,标准级,郝-13881,姜桂兰,消费者,杭州,天津,中国,华北,办公-标签-10001640,办公用品,标签,Avery 银色标签,22213.72,6,0.0,1757.67
7695,CN-2023617248,2023/12/08,2023/12/12,二级,方-17411,刘小红,消费者,海门,辽宁,中国,东北,技术-电话-10002833,技术,电话,思科 工业电话,17006.13,5,0.0,300.35
7696,CN-2024126109,2024/11/22,2024/11/23,标准级,陆-20981,王霞,消费者,惠州,黑龙江,中国,东北,家具-椅子-10002256,家具,椅子,Office Star 工业椅子,24805.08,5,0.0,-3578.81
7697,CN-2022489649,2022/06/22,2022/06/26,标准级,陈-12597,方荣,消费者,沈阳,广东,中国,华南,技术-设备-10002428,技术,设备,诺基亚 黑色设备,13006.09,8,0.0,1949.32
7698,CN-2024426468,2024/10/22,2024/10/28,标准级,苟-10878,王鑫,消费者,海门,宁夏,中国,西北,家具-书架-10003618,家具,书架,Hon 实惠书架,27437.94,10,0.0,7718.7
7699,CN-2021101900,2021/01/12,2021/01/18,标准级,王-19228,姚想,消费者,永安,河南,中国,华中,家具-用具-10002616,家具,用具,Novimex 黑色用具,3107.84,1,0.0,1131.32
7700,CN-2023236326,2023/12/18,2023/12/25,标准级,李-21252,祁帅,公司,西安,海南,中国,华南,办公-收纳-10003693,办公用品,收纳具,Wilson Jones 红色收纳具,7538.6,3,0.0,-705.49
7701,CN-2021238621,2021/02/18,2021/02/23,二级,鲍-12454,刘秀荣,小型企业,北京,北京,中国,华北,办公-收纳-10000312,办公用品,收纳具,Wilson Jones 黑色收纳具,2359.91,1,0.43,-154.11
7702,CN-2022974282,2022/02/10,2022/02/14,标准级,李-13367,刘秀荣,公司,嘉禾,青海,中国,西北,家具-桌子-10002066,家具,桌子,SAFCO 黑色桌子,4017.4,2,0.0,-483.61
7703,CN-2021664465,2021/04/21,2021/04/25,二级,白-18514,冯玉珍,消费者,潜江,湖北,中国,华中,技术-配件-10000798,技术,配件,诺基亚 实惠配件,11112.58,5,0.2,3981.16
7704,CN-2021595929,2021/09/09,2021/09/15,二级,李-18983,李荣,消费者,呼和浩特,陕西,中国,西北,办公-器具-10003314,办公用品,器具,KitchenAid 黑色器具,24749.79,7,0.0,7974.76
7705,CN-2021731015,2021/08/28,2021/08/29,一级,丁-14314,张娜,消费者,荆门,福建,中国,华东,家具-桌子-10002095,家具,桌子,SAFCO 实惠桌子,1149.36,10,0.0,12.91
7706,CN-2022670628,2022/11/09,2022/11/14,标准级,刘-13923,余宁,公司,西安,山西,中国,华北,家具-书架-10000578,家具,书架,Hon 黑色书架,3964.42,5,0.51,719.37
7707,CN-2024680785,2024/10/03,2024/10/10,标准级,余-13280,王金凤,消费者,兴安盟,福建,中国,华东,办公-装订-10002641,办公用品,装订机,Smead 蓝色装订机,10577.74,8,0.13,3553.66
7708,CN-2024156714,2024/11/04,2024/11/11,标准级,燕-20569,李志强,消费者,齐齐哈尔,天津,中国,华北,办公-装订-10001759,办公用品,装订机,Wilson Jones 红色装订机,21441.52,6,0.0,3321.95
7709,CN-2022274651,2022/04/10,2022/04/16,当日,杭-18717,胡鑫,消费者,辽阳,湖南,中国,华中,家具-桌子-10002234,家具,桌子,Hon 白色桌子,6808.35,4,0.0,1009.02
7710,CN-2024388188,2024/10/03,2024/10/06,二级,韦-13956,贾东,消费者,福州,海南,中国,华南,家具-用具-10000628,家具,用具,Harbour Creations 红色用具,4359.53,1,0.0,-360.06
7711,CN-2024424315,2024/04/17,2024/04/19,一级,潘-12520,金军,公司,南宁,江苏,中国,华东,办公-器具-10000788,办公用品,器具,Wilson Jones 实惠器具,19849.99,7,0.0,2737.47
7712,CN-2024448099,2024/10/09,2024/10/15,标准级,曾-14797,陈畅,小型企业,北镇,湖北,中国,华中,技术-复印-10004402,技术,复印机,三星 红色复印机,19958.11,4,0.0,-2968.96
7713,CN-2022592371,2022/01/25,2022/01/26,标准级,蒋-16518,戚红梅,公司,成都,湖北,中国,华中,家具-椅子-10000953,家具,椅子,Harbour Creations 银色椅子,10208.11,5,0.21,-1813.6
7714,CN-2023984736,2023/06/08,2023/06/14,标准级,周-11601,吕红梅,公司,南京,湖北,中国,华中,技术-复印-10004032,技术,复印机,思科 红色复印机,8115.69,3,0.3,-1367.32
7715,CN-2024291492,2024/02/22,2024/02/26,标准级,汪-11130,周林,消费者,重庆,重庆,中国,西南,家具-用具-10002677,家具,用具,SAFCO 实惠用具,17262.42,7,0.0,5772.23
7716,CN-2022977894,2022/01/09,2022/01/13,二级,丁-20573,卢秀珍,消费者,嘉禾,浙江,中国,华东,办公-标签-10004816,办公用品,标签,GlobeWeis 黑色标签,1081.35,1,0.32,110.69
7717,CN-2021970631,2021/05/03,2021/05/04,二级,王-18620,黄秀英,小型企业,惠州,陕西,中国,西北,技术-配件-10001509,技术,配件,松下 蓝色配件,9253.17,4,0.0,-80.29
7718,CN-2024278659,2024/08/02,2024/08/06,标准级,周-13344,刘秀云,消费者,荆门,江苏,中国,华东,技术-设备-10000640,技术,设备,惠普 工业设备,13734.53,6,0.0,1175.46
7719,CN-2023678101,2023/05/28,2023/05/30,一级,李-10298,曾娜,消费者,太原,甘肃,中国,西北,技术-设备-10002317,技术,设备,惠普 实惠设备,5912.25,4,0.55,70.88
7720,CN-2021855414,2021/11/20,2021/11/27,一级,张-17259,张艳,消费者,柳州,黑龙江,中国,东北,技术-电话-10004086,技术,电话,惠普 银色电话,37712.36,9,0.0,7149.2
7721,CN-2021308055,2021/04/12,2021/04/15,一级,苟-14382,张海燕,公司,马鞍山,天津,中国,华北,家具-用具-10001913,家具,用具,Office Star 黑色用具,16930.39,4,0.12,1515.91
7722,CN-2023572702,2023/08/17,2023/08/24,标准级,李-11649,姬燕,公司,香港,辽宁,中国,东北,家具-书架-10002543,家具,书架,Harbour Creations 银色书架,24522.23,9,0.0,2507.0
7723,CN-2024198861,2024/04/26,2024/04/29,标准级,左-18632,颜玉兰,消费者,大冶,辽宁,中国,东北,办公-用品-10000507,办公用品,用品,Wilson Jones 工业用品,13326.54,3,0.0,1133.98
7724,CN-2022206577,2022/12/28,2023/01/03,标准级,郑-12034,王桂花,小型企业,重庆,重庆,中国,西南,家具-桌子-10004204,家具,桌子,SAFCO 红色桌子,13159.71,4,0.0,680.06
7725,CN-2022381954,2022/06/07,2022/06/10,标准级,郭-21579,桂淑珍,消费者,合肥,宁夏,中国,西北,技术-复印-10002079,技术,复印机,诺基亚 银色复印机,13602.55,9,0.0,4159.24
7726,CN-2023500812,2023/11/19,2023/11/21,标准级,罗-16996,谢成,公司,贵阳,湖北,中国,华中,技术-配件-10004282,技术,配件,惠普 黑色配件,2246.71,2,0.37,-100.48
7727,CN-2023848657,2023/10/27,2023/10/31,标准级,张-19180,王桂花,公司,关岭,辽宁,中国,东北,技术-电话-10004049,技术,电话,思科 黑色电话,35279.06,8,0.0,-5704.9
